City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,invercargill,-46.4,168.35,11.68,93,100,3.13,NZ,1699838274
83,sparti,37.0733,22.4297,16.64,86,100,0.32,GR,1699838370
84,ghat,24.9647,10.1728,18.46,31,0,2.84,LY,1699838371
85,alesund,62.4723,6.1549,2.96,75,20,4.63,NO,1699838371
86,aasiaat,68.7098,-52.8699,-14.47,84,17,1.23,GL,1699838140
87,albany,42.6001,-73.9662,-0.74,78,1,1.11,US,1699838359
88,qarah bagh,34.9402,61.7759,8.48,56,0,1.24,AF,1699838371
89,talnakh,69.4865,88.3972,-1.55,96,100,4.26,RU,1699838371
90,saint-philippe,-21.3585,55.7679,19.77,83,71,2.92,RE,1699838344
91,serenje,-13.2325,30.2352,16.57,92,48,0.7,ZM,1699838372
92,carnarvon,-24.8667,113.6333,22.63,70,30,4.07,AU,1699838293
93,sabang,5.8933,95.3214,27.81,76,81,5.43,ID,1699838372
94,hermanus,-34.4187,19.2345,14.21,86,3,3.52,ZA,1699838372
95,dzhangala,49.2167,50.3333,7.27,59,100,7.36,KZ,1699838372
96,bo rai,12.5728,102.5371,28.03,83,100,2.46,TH,1699838372
97,mount darwin,-16.7725,31.5838,22.76,52,98,1.66,ZW,1699838372
98,cidreira,-30.1811,-50.2056,20.0,98,100,4.98,BR,1699838373
99,fort bragg,35.139,-79.006,13.23,78,0,0.45,US,1699838332
100,erdenet,49.0333,104.0833,-12.17,69,100,1.7,MN,1699838373
101,kievka,50.2619,71.5514,3.07,96,100,5.18,KZ,1699838370
102,fisterra,42.9049,-9.2629,18.9,93,96,12.94,ES,1699838373
103,antsiranana,-12.2787,49.2917,24.72,79,23,6.14,MG,1699838373
104,el haouaria,37.05,11.0144,20.43,68,97,10.15,TN,1699838373
105,tangalle,6.024,80.7911,24.43,95,100,1.72,LK,1699838373
106,puerto ayora,-0.7393,-90.3518,24.75,91,54,2.24,EC,1699838289
107,thompson,55.7435,-97.8558,-1.91,100,100,0.0,CA,1699838374
108,al jawf,29.5,38.75,23.01,36,99,2.57,SA,1699838374
109,siwa oasis,29.2041,25.5195,20.45,58,0,2.59,EG,1699838374
110,caleta olivia,-46.4393,-67.5281,14.6,31,0,8.18,AR,1699838374
111,lebu,-37.6167,-73.65,9.04,66,0,6.65,CL,1699838199
112,klyuchi,52.2667,79.1667,4.85,84,99,4.95,RU,1699838150
113,tomatlan,19.9333,-105.25,25.34,86,95,0.82,MX,1699838374
114,nemuro,43.3236,145.575,4.82,50,33,4.61,JP,1699838375
115,tafuna,-14.3358,-170.72,31.97,79,20,4.12,AS,1699838375
116,wewak,-3.5534,143.6268,29.16,72,19,3.24,PG,1699838375
117,isafjordur,66.0755,-23.124,1.73,83,100,1.86,IS,1699838375
118,faranah,10.0404,-10.7434,22.93,52,91,1.39,GN,1699838375
119,vorgashor,67.5833,63.95,-11.93,98,78,3.41,RU,1699838375
120,sao sepe,-30.1606,-53.5653,19.47,98,100,4.92,BR,1699838363
121,kodiak,57.79,-152.4072,3.73,60,0,0.0,US,1699838309
122,waingapu,-9.6567,120.2641,30.19,64,87,2.67,ID,1699838376
123,san patricio,28.017,-97.5169,17.13,97,100,5.69,US,1699838362
124,maintirano,-18.0667,44.0167,25.36,76,1,2.43,MG,1699838376
125,enewetak,11.3474,162.3373,26.8,87,100,7.42,MH,1699838340
126,ribeira brava,32.65,-17.0667,20.35,80,29,0.83,PT,1699838376
127,cockburn town,21.4612,-71.1419,28.55,76,2,8.88,TC,1699838357
128,new norfolk,-42.7826,147.0587,19.84,38,50,3.26,AU,1699838323
129,puerto montt,-41.4698,-72.9447,5.46,93,20,0.0,CL,1699838376
130,puerto armuelles,8.2833,-82.8667,27.99,84,100,3.13,PA,1699838378
131,bandon,51.7469,-8.7425,12.77,98,100,9.59,IE,1699838378
132,salida,37.7058,-121.0849,20.5,51,0,0.0,US,1699838269
133,skowhegan,44.7651,-69.7192,-1.28,87,3,1.91,US,1699838378
134,prado,-17.3411,-39.2208,24.58,83,4,6.73,BR,1699838316
135,petropavlovsk-kamchatsky,53.0452,158.6483,-0.67,74,40,12.52,RU,1699838378
136,saint-pol-de-leon,48.6833,-3.9833,15.92,87,100,9.39,FR,1699838378
137,turpan,42.9333,89.1667,4.42,34,0,0.56,CN,1699838320
138,guerrero negro,27.9769,-114.0611,20.59,56,0,6.17,MX,1699838379
139,valdivia,-39.8142,-73.2459,10.05,81,4,0.88,CL,1699838379
140,las brenas,-27.0897,-61.0816,21.64,89,50,5.54,AR,1699838379
141,mabaruma,8.2,-59.7833,24.7,90,35,1.49,GY,1699838379
142,qamdo,31.1667,97.2333,-7.47,41,0,1.21,CN,1699838379
143,calvinia,-31.4707,19.776,14.55,37,0,2.61,ZA,1699838379
144,paramonga,-10.6667,-77.8333,19.58,83,35,4.54,PE,1699838380
145,port alfred,-33.5906,26.891,13.43,88,59,0.89,ZA,1699838380
146,cannonvale,-20.2833,148.7,26.66,53,0,5.49,AU,1699838309
147,keflavik,64.0049,-22.5624,4.24,65,0,6.17,IS,1699838316
148,corinto,37.9407,22.9573,17.16,78,100,3.86,GR,1699838380
149,la mira,18.035,-102.3266,26.52,82,83,1.61,MX,1699838380
150,mata-utu,-13.2816,-176.1745,28.84,71,85,6.58,WF,1699838380
151,belmonte,-15.8631,-38.8828,25.11,79,21,5.62,BR,1699838380
152,udachny,66.4167,112.4,-13.08,92,100,3.31,RU,1699838380
153,nova vicosa,-17.8919,-39.3719,24.85,81,0,7.66,BR,1699838381
154,colonia,50.9333,6.95,7.46,88,0,3.09,DE,1699838374
155,bandarbeyla,9.4942,50.8122,26.56,85,100,6.86,SO,1699838338
156,albertina,-22.2008,-46.6158,23.32,45,96,1.72,BR,1699838381
157,carbondale,37.7273,-89.2168,10.16,59,0,2.06,US,1699838381
158,barano d'ischia,40.718,13.9309,15.17,91,52,0.45,IT,1699838381
159,taltal,-25.4,-70.4833,17.54,73,3,2.06,CL,1699838181
160,souq larb'a al gharb,34.6866,-6.0027,17.2,67,47,0.88,MA,1699838381
161,palu,-0.8917,119.8707,26.88,89,100,0.58,ID,1699838382
162,hadibu,12.65,54.0333,26.56,83,70,5.99,YE,1699838144
163,kerikeri,-35.2268,173.9474,20.1,51,0,3.93,NZ,1699838382
164,saipan,15.1355,145.701,31.39,66,40,7.72,MP,1699838382
165,fale old settlement,-9.3852,-171.2468,29.12,70,86,1.87,TK,1699838338
166,saffron walden,52.0234,0.2423,9.62,97,40,3.6,GB,1699838382
167,vershino-darasunskiy,52.35,115.5167,-10.62,81,12,1.09,RU,1699838382
168,utrik,11.2278,169.8474,28.02,81,100,8.58,MH,1699838382
169,verkh-chebula,56.0308,87.6218,2.77,92,100,5.02,RU,1699838382
170,northam,51.0333,-4.2167,14.81,96,100,7.08,GB,1699838383
171,treinta y tres,-33.2333,-54.3833,14.21,94,100,3.16,UY,1699838383
172,ilo,-17.6394,-71.3375,18.84,86,100,3.15,PE,1699838383
173,luderitz,-26.6481,15.1594,18.21,56,0,7.86,NA,1699838342
174,sandnessjoen,66.0217,12.6316,-6.71,68,17,5.6,NO,1699838383
175,selfoss,63.9331,-20.9971,2.8,64,100,6.48,IS,1699838342
176,gadzhiyevo,69.2551,33.3362,-9.98,97,99,4.31,RU,1699838383
177,karasuk,53.7377,78.0403,4.05,95,100,4.0,RU,1699838383
178,mili,6.0815,171.735,28.49,83,100,8.07,MH,1699838384
179,katagum,12.2867,10.3527,23.81,18,11,3.99,NG,1699838384
180,pacocha,-17.5833,-71.3333,18.73,87,100,2.26,PE,1699838384
181,teple,48.3086,39.5737,8.3,76,87,6.26,UA,1699838384
182,hohhot,40.8106,111.6522,-5.84,45,0,2.0,CN,1699838384
183,arraial do cabo,-22.9661,-42.0278,24.63,85,100,0.97,BR,1699838343
184,kenora,49.8167,-94.4337,2.54,93,40,6.71,CA,1699838384
185,flushing,51.4425,3.5736,9.01,94,100,6.17,NL,1699838384
186,argo,37.6333,22.7333,17.1,71,100,1.1,GR,1699838384
187,greater sudbury,46.49,-80.99,1.7,77,100,0.89,CA,1699838178
188,la ferte-bernard,48.1863,0.6536,13.79,91,100,8.15,FR,1699838385
189,trairi,-3.2778,-39.2689,25.78,76,0,3.9,BR,1699838188
190,terekli-mekteb,44.1671,45.8698,11.63,92,100,3.53,RU,1699838385
191,polyarnyye zori,67.3661,32.4981,-6.68,98,100,1.29,RU,1699838385
192,pueblo,38.2545,-104.6091,12.45,25,0,2.57,US,1699838385
193,nova sintra,14.8667,-24.7167,23.73,68,66,3.06,CV,1699838276
194,port saint john's,-31.6229,29.5448,16.3,71,0,3.5,ZA,1699838385
195,griffith,41.5284,-87.4237,11.14,55,0,3.6,US,1699838342
196,crane,31.3974,-102.3501,14.14,75,100,3.94,US,1699838385
197,acapulco de juarez,16.8634,-99.8901,29.9,74,0,3.6,MX,1699838386
198,college,64.8569,-147.8028,-10.03,79,40,2.57,US,1699838383
199,illapel,-31.6308,-71.1653,12.55,79,5,1.68,CL,1699838386
200,necochea,-38.5473,-58.7368,9.54,57,0,3.13,AR,1699838108
201,juan griego,11.0817,-63.9655,26.69,86,100,5.85,VE,1699838386
202,mae sot,16.7167,98.5667,24.97,94,40,0.51,TH,1699838386
203,ulaangom,49.9811,92.0667,-8.75,93,100,1.16,MN,1699838386
204,susuman,62.7833,148.1667,-29.27,97,89,0.38,RU,1699838277
205,ljusdal,61.8288,16.0913,-2.84,96,100,3.2,SE,1699838387
206,sambava,-14.2667,50.1667,23.69,84,16,3.63,MG,1699838387
207,bikenibeu village,1.3673,173.1241,27.98,89,75,1.54,KI,1699838387
208,kill devil hills,36.0307,-75.676,13.32,70,100,8.75,US,1699838346
209,chalons-en-champagne,48.9539,4.3672,12.96,88,100,7.04,FR,1699838387
210,kapuskasing,49.4169,-82.4331,1.05,93,100,6.69,CA,1699838367
211,caleta de carquin,-11.0925,-77.6267,19.74,82,11,5.02,PE,1699838387
212,hasaki,35.7333,140.8333,11.22,78,100,10.38,JP,1699838388
213,kotel'nich,58.3089,48.348,1.68,97,100,6.16,RU,1699838388
214,guayaramerin,-10.8368,-65.3614,26.0,78,21,1.21,BO,1699838388
215,ta`u,-14.2336,-169.5144,27.88,79,17,4.44,AS,1699838321
216,weno,7.4515,151.8468,25.97,89,75,4.12,FM,1699838388
217,bazarnyy syzgan,53.7512,46.7535,6.19,93,100,8.97,RU,1699838388
218,rabaul,-4.1967,152.1721,28.47,68,100,3.36,PG,1699838388
219,hithadhoo,-0.6,73.0833,27.59,76,91,3.36,MV,1699838349
220,junin de los andes,-39.9504,-71.0694,2.55,84,1,3.72,AR,1699838389
221,brookings,44.3114,-96.7984,8.43,47,0,2.57,US,1699838389
222,rongelap,11.1635,166.8941,27.94,82,100,8.86,MH,1699838351
223,al qadarif,14.0349,35.3834,27.3,42,100,3.48,SD,1699838389
224,kayenta,36.7278,-110.2546,7.81,29,0,0.84,US,1699838389
225,chonchi,-42.6128,-73.8092,7.84,84,96,1.4,CL,1699838324
226,kayangel,8.0823,134.7173,29.15,75,100,7.32,PW,1699838389
227,fort st. john,56.2499,-120.8529,0.94,60,75,1.03,CA,1699838332
228,st. john's,47.5649,-52.7093,-0.57,84,100,6.17,CA,1699838198
229,iskateley,67.6803,53.1512,-11.66,94,56,2.24,RU,1699838390
230,manuguru,17.981,80.7547,20.05,86,86,0.59,IN,1699838390
231,santa ana,33.7456,-117.8678,26.59,36,75,2.57,US,1699838165
232,mount isa,-20.7333,139.5,35.87,20,5,5.66,AU,1699838151
233,huarmey,-10.0681,-78.1522,19.86,83,95,4.54,PE,1699838390
234,cuencame de ceniceros,24.8711,-103.6964,12.41,89,100,2.48,MX,1699838390
235,mafinga,-7.25,35.0667,21.55,73,97,1.88,TZ,1699838390
236,nikolayevsk-on-amure,53.1406,140.73,-6.82,83,97,6.31,RU,1699838361
237,flying fish cove,-10.4217,105.6791,25.82,83,100,4.63,CX,1699838391
238,dudinka,69.4058,86.1778,-0.74,98,100,7.6,RU,1699838336
239,west island,-12.1568,96.8225,26.99,83,75,5.14,CC,1699838327
240,coracora,-15.0333,-73.7833,13.39,56,12,1.09,PE,1699838391
241,zelenoborskiy,66.845,32.3622,-7.35,95,99,3.06,RU,1699838391
242,sumbe,-11.2061,13.8437,25.25,88,100,0.29,AO,1699838391
243,chelakara,10.7,76.35,24.3,85,100,1.95,IN,1699838391
244,horta,38.5333,-28.6333,17.23,90,100,0.89,PT,1699838391
245,ilulissat,69.2167,-51.1,-11.99,61,28,0.0,GL,1699838391
246,dunda,-8.1167,34.25,20.63,78,59,1.72,TZ,1699838392
247,okhotsk,59.3833,143.3,-15.4,77,0,9.79,RU,1699838392
248,ratnagiri,16.9833,73.3,25.91,56,100,3.09,IN,1699838392
249,aykhal,66.0,111.5,-13.06,95,100,4.24,RU,1699838392
250,shalqar,47.8333,59.6,4.29,83,17,2.46,KZ,1699838392
251,cheremushki,52.8356,91.3944,-1.41,93,100,1.5,RU,1699838392
252,luganville,-15.5333,167.1667,26.33,70,100,6.17,VU,1699838392
253,port lincoln,-34.7333,135.8667,16.71,65,100,4.07,AU,1699838153
254,taoudenni,22.6783,-3.9836,25.78,19,0,6.06,ML,1699838393
255,legnica,51.2101,16.1619,7.78,60,98,3.14,PL,1699838393
256,krasnogvardeyskoye,45.8456,41.5186,11.93,70,100,5.06,RU,1699838393
257,arkhangel'sk,64.5401,40.5433,-3.26,93,59,4.4,RU,1699838393
258,novyy urengoy,66.0833,76.6333,-9.52,90,11,6.4,RU,1699838393
259,ushtobe,45.2514,77.9838,3.94,72,100,2.93,KZ,1699838393
260,wynyard,-41.0,145.7167,17.19,43,0,4.49,AU,1699838393
261,suva,-18.1416,178.4415,23.71,94,75,4.63,FJ,1699838393
262,mogadishu,2.0371,45.3438,27.41,78,36,2.76,SO,1699838394
263,toliara,-23.35,43.6667,21.94,79,0,1.03,MG,1699838394
264,bamboo flat,11.7,92.7167,24.05,94,100,1.03,IN,1699838394
265,al lagowa,11.4,29.1333,28.01,45,87,1.7,SD,1699838394
266,cidade velha,14.9167,-23.6167,24.26,83,0,4.12,CV,1699838394
267,nuuk,64.1835,-51.7216,-4.66,74,18,4.12,GL,1699838394
268,sur,22.5667,59.5289,24.98,54,100,2.13,OM,1699838394
269,port moresby,-9.4431,147.1797,29.68,62,20,5.14,PG,1699838394
270,kharp,66.8014,65.8081,-11.04,90,79,3.91,RU,1699838395
271,anna regina,7.2644,-58.5077,27.43,81,18,4.43,GY,1699838395
272,schweizer-reneke,-27.1887,25.3293,18.43,25,5,3.55,ZA,1699838395
273,saint-joseph,-21.3667,55.6167,19.21,82,37,2.45,RE,1699838395
274,edeia,-17.3383,-49.9314,29.23,26,40,2.41,BR,1699838395
275,carutapera,-1.195,-46.02,26.23,78,0,3.77,BR,1699838395
276,palikir - national government center,6.9248,158.1611,30.47,74,100,1.54,FM,1699838395
277,georgetown,5.4112,100.3354,29.97,81,20,2.57,MY,1699838237
278,palangkaraya,-2.2,113.8333,24.34,95,100,1.23,ID,1699838396
279,medemblik,52.7687,5.1062,6.13,96,100,2.68,NL,1699838396
280,el bauga,18.262,33.9081,27.62,45,100,1.08,SD,1699838396
281,yilan,24.757,121.753,18.28,91,100,1.66,TW,1699838396
282,katsuura,35.1333,140.3,13.01,81,96,8.86,JP,1699838396
283,kiunga,-6.1219,141.2906,31.99,53,20,1.08,PG,1699838396
284,usinsk,65.9939,57.5281,-14.96,100,92,2.24,RU,1699838396
285,abepura,-2.6333,140.5833,32.45,52,20,4.12,ID,1699838396
286,fukuecho,32.6881,128.8419,11.2,54,40,7.72,JP,1699838397
287,la passe,45.5549,-0.8967,14.43,86,99,4.68,FR,1699838340
288,truro,50.2653,-5.0544,14.42,100,75,6.69,GB,1699838397
289,mramani,-12.3464,44.5286,26.58,83,21,4.25,KM,1699838397
290,kamachumu,-1.6186,31.62,17.52,85,95,1.4,TZ,1699838397
291,priob'ye,62.5206,65.5964,-8.32,96,33,1.55,RU,1699838397
292,palmer,42.1584,-72.3287,0.47,73,0,1.54,US,1699838323
293,vryburg,-26.9566,24.7284,18.74,23,5,2.83,ZA,1699838397
294,constantia,44.1833,28.65,7.61,50,100,2.59,RO,1699838350
295,kandi,11.1342,2.9386,24.61,26,0,1.95,BJ,1699838398
296,ambovombe,-25.1667,46.0833,21.45,55,0,2.4,MG,1699838398
297,inhambane,-23.865,35.3833,23.48,83,96,3.21,MZ,1699838398
298,itaituba,-4.2761,-55.9836,29.12,53,31,0.44,BR,1699838320
299,kristiansund,63.1115,7.732,1.36,75,44,2.57,NO,1699838398
300,uruzgan,32.8333,66.0,7.59,28,0,1.01,AF,1699838398
301,vernon,50.2581,-119.2691,5.89,69,100,0.51,CA,1699838345
302,mersa matruh,31.3525,27.2453,20.1,80,6,0.33,EG,1699838398
303,karaton,-6.3424,106.1045,27.63,77,85,0.64,ID,1699838399
304,christchurch,-43.5333,172.6333,25.11,33,100,9.26,NZ,1699838103
305,puerto gaitan,4.3133,-72.0816,26.28,78,96,2.06,CO,1699838399
306,dezhou,37.4486,116.2925,2.93,29,100,2.29,CN,1699838399
307,puerto baquerizo moreno,-0.9,-89.6,23.74,82,100,5.6,EC,1699838399
308,tocopilla,-22.092,-70.1979,19.19,72,21,3.39,CL,1699838181
309,taiynsha,53.8478,69.7639,3.7,90,100,3.17,KZ,1699838400
310,cabo san lucas,22.8909,-109.9124,27.51,66,40,4.12,MX,1699838400
311,trincomalee,8.5711,81.2335,26.05,88,100,5.73,LK,1699838400
312,saudarkrokur,65.7461,-19.6394,-0.43,65,99,2.96,IS,1699838401
313,puerto aysen,-45.4,-72.7,5.52,100,100,2.28,CL,1699838401
314,cordele,31.9635,-83.7824,12.29,94,100,0.0,US,1699838402
315,yishui,35.7847,118.6281,2.42,36,100,2.4,CN,1699838402
316,calderitas,18.55,-88.25,25.88,90,6,3.67,MX,1699838402
317,mahina,-17.5065,-149.489,29.87,70,75,4.63,PF,1699838402
318,talcahuano,-36.7167,-73.1167,10.82,62,0,6.69,CL,1699838403
319,sinabang,2.4803,96.3801,26.94,82,100,1.8,ID,1699838403
320,tondano,1.3038,124.9112,28.05,55,79,0.25,ID,1699838404
321,haiku-pauwela,20.9219,-156.3051,26.95,70,20,13.89,US,1699838404
322,chilmari,25.5559,89.6715,20.81,80,0,3.79,BD,1699838405
323,urengoy,65.9667,78.3667,-9.62,96,10,4.35,RU,1699838405
324,nchelenge,-9.3451,28.734,20.67,90,99,1.32,ZM,1699838405
325,masjed soleyman,31.9364,49.3039,22.77,33,100,0.46,IR,1699838405
326,san felipe,10.3399,-68.7425,23.26,96,98,0.18,VE,1699838406
327,lamu,-2.2717,40.902,25.12,86,97,2.13,KE,1699838285
328,villa gesell,-37.2639,-56.973,12.81,61,99,6.26,AR,1699838160
329,insar,53.8653,44.3738,8.7,78,13,10.16,RU,1699838406
330,kota belud,6.351,116.4305,28.91,70,2,0.41,MY,1699838406
331,shimoda,34.6667,138.95,13.2,74,86,4.56,JP,1699838406
332,crucecita,-28.95,-58.9833,22.14,95,100,5.92,AR,1699838407
333,asau,46.4333,26.4,2.51,90,10,2.72,RO,1699838407
334,turkestan,43.3333,68.25,3.92,61,0,2.05,KZ,1699838407
335,isangel,-19.55,169.2667,28.06,65,75,4.63,VU,1699838407
336,namibe,-15.1961,12.1522,22.12,77,97,0.41,AO,1699838408
337,trakai,54.6333,24.9333,5.61,94,100,5.29,LT,1699838408
338,el obeid,13.1842,30.2167,27.51,30,36,3.09,SD,1699838408
339,mananara,-16.1667,49.7667,23.1,82,90,1.32,MG,1699838408
340,lautoka,-17.6167,177.4667,24.92,88,40,4.12,FJ,1699838409
341,luau,-10.7073,22.2247,18.55,95,100,1.71,AO,1699838409
342,midelt,32.6852,-4.7451,14.98,40,100,0.9,MA,1699838409
343,kani keli,-12.9536,45.1033,26.59,79,10,2.65,YT,1699838409
344,nizhnevartovsk,60.9344,76.5531,0.01,93,40,3.13,RU,1699838300
345,kostomuksha,64.571,30.5767,-7.2,96,100,3.58,RU,1699838410
346,howard springs,-12.497,131.047,32.71,59,25,0.56,AU,1699838410
347,santa ana maya,20.0,-101.0167,19.0,68,20,0.0,MX,1699838410
348,kailua-kona,19.6406,-155.9956,27.98,75,40,4.12,US,1699838410
349,levuka,50.1834,-105.4011,2.84,63,0,4.24,CA,1699838410
350,codrington,-38.2667,141.9667,16.26,51,5,5.59,AU,1699838350
351,cody,44.5263,-109.0565,6.47,45,0,1.54,US,1699838411
352,mancio lima,-7.6142,-72.8958,27.03,66,26,1.06,BR,1699838411
353,chatillon-sur-seine,47.8585,4.5738,11.59,93,100,5.56,FR,1699838411
354,portel,-1.9356,-50.8211,26.71,61,4,1.63,BR,1699838411
355,san miguel,13.4833,-88.1833,25.78,87,100,0.41,SV,1699838406
356,richards bay,-28.783,32.0377,19.12,81,95,3.47,ZA,1699838411
357,les avirons,-21.2418,55.3394,18.05,64,0,4.12,RE,1699838387
358,pacific grove,36.6177,-121.9166,16.21,84,75,3.09,US,1699838278
359,muisne,0.6,-80.0333,25.11,85,43,2.77,EC,1699838412
360,polyarnyy,69.1989,33.4478,-9.61,96,97,4.42,RU,1699838412
361,nouadhibou,20.931,-17.0347,20.99,78,0,5.66,MR,1699838321
362,arkalyk,50.2486,66.9114,3.01,94,43,2.37,KZ,1699838413
363,mastung,29.7994,66.845,9.99,40,90,1.99,PK,1699838413
